group,target,animation,directions,frames,method,priority,prompt_en,note
enemies,anglerfish,move,1,6,animate-with-text-v3,P3,move,
enemies,anglerfish,attack,1,6,animate-with-text-v3,P3,attack,
enemies,anglerfish,death,1,6,animate-with-text-v3,P3,death / dissolve,
enemies,deep_crab,move,4,6,characters/animations (template),P3,move,
enemies,deep_crab,attack,1,6,animate-with-text-v3,P3,attack,
enemies,deep_crab,death,1,6,animate-with-text-v3,P3,death / dissolve,
enemies,bonefish,move,4,6,characters/animations (template),P3,move,
enemies,bonefish,attack,1,6,animate-with-text-v3,P3,attack,
enemies,bonefish,death,1,6,animate-with-text-v3,P3,death / dissolve,
enemies,hmar_spirit,move,1,6,animate-with-text-v3,P3,move,
enemies,hmar_spirit,attack,1,6,animate-with-text-v3,P3,attack,
enemies,hmar_spirit,death,1,6,animate-with-text-v3,P3,death / dissolve,
enemies,hot_vent,move,1,6,animate-with-text-v3,P3,move,
enemies,hot_vent,attack,1,6,animate-with-text-v3,P3,attack,
enemies,hot_vent,death,1,6,animate-with-text-v3,P3,death / dissolve,
enemies,gull_marauder,move,4,6,characters/animations (template),P3,move,
enemies,gull_marauder,attack,1,6,animate-with-text-v3,P3,attack,
enemies,gull_marauder,death,1,6,animate-with-text-v3,P3,death / dissolve,
enemies,wet_dog,move,4,6,characters/animations (template),P3,move,
enemies,wet_dog,attack,1,6,animate-with-text-v3,P3,attack,
enemies,wet_dog,death,1,6,animate-with-text-v3,P3,death / dissolve,
enemies,saboteur,move,4,6,characters/animations (template),P3,move,
enemies,saboteur,attack,1,6,animate-with-text-v3,P3,attack,
enemies,saboteur,death,1,6,animate-with-text-v3,P3,death / dissolve,
enemies,mother_moray,idle,1,8,animate-with-text-v3,P3,idle,
enemies,mother_moray,attack 1,1,8,animate-with-text-v3,P3,attack 1,
enemies,mother_moray,attack 2,1,8,animate-with-text-v3,P3,attack 2,
enemies,mother_moray,phase change,1,8,animate-with-text-v3,P3,phase change,
enemies,mother_moray,death,1,8,animate-with-text-v3,P3,death,
enemies,bell_ringer,idle,1,8,animate-with-text-v3,P3,idle,
enemies,bell_ringer,attack 1,1,8,animate-with-text-v3,P3,attack 1,
enemies,bell_ringer,attack 2,1,8,animate-with-text-v3,P3,attack 2,
enemies,bell_ringer,phase change,1,8,animate-with-text-v3,P3,phase change,
enemies,bell_ringer,death,1,8,animate-with-text-v3,P3,death,
enemies,bone_whale,idle,1,8,animate-with-text-v3,P3,idle,
enemies,bone_whale,attack 1,1,8,animate-with-text-v3,P3,attack 1,
enemies,bone_whale,attack 2,1,8,animate-with-text-v3,P3,attack 2,
enemies,bone_whale,phase change,1,8,animate-with-text-v3,P3,phase change,
enemies,bone_whale,death,1,8,animate-with-text-v3,P3,death,
stations,hearth,working,1,4,objects/{id}/animations (v3),P3,"working: smoke, fire, moving parts",
stations,compost_pit,working,1,4,objects/{id}/animations (v3),P3,"working: smoke, fire, moving parts",
stations,renderer,working,1,4,objects/{id}/animations (v3),P3,"working: smoke, fire, moving parts",
stations,settling_tank,working,1,4,objects/{id}/animations (v3),P3,"working: smoke, fire, moving parts",
stations,forge,working,1,4,objects/{id}/animations (v3),P3,"working: smoke, fire, moving parts",
stations,salt_pan,working,1,4,objects/{id}/animations (v3),P3,"working: smoke, fire, moving parts",
stations,brine_barrel,working,1,4,objects/{id}/animations (v3),P3,"working: smoke, fire, moving parts",
stations,smokehouse,working,1,4,objects/{id}/animations (v3),P3,"working: smoke, fire, moving parts",
stations,tar_kiln,working,1,4,objects/{id}/animations (v3),P3,"working: smoke, fire, moving parts",
stations,scutcher,working,1,4,objects/{id}/animations (v3),P3,"working: smoke, fire, moving parts",
stations,spinning_wheel,working,1,4,objects/{id}/animations (v3),P3,"working: smoke, fire, moving parts",
stations,loom,working,1,4,objects/{id}/animations (v3),P3,"working: smoke, fire, moving parts",
stations,ash_kiln,working,1,4,objects/{id}/animations (v3),P3,"working: smoke, fire, moving parts",
stations,drying_rack,working,1,4,objects/{id}/animations (v3),P3,"working: smoke, fire, moving parts",
stations,glass_furnace,working,1,4,objects/{id}/animations (v3),P3,"working: smoke, fire, moving parts",
stations,optical_bench,working,1,4,objects/{id}/animations (v3),P3,"working: smoke, fire, moving parts",
stations,carpentry_table,working,1,4,objects/{id}/animations (v3),P3,"working: smoke, fire, moving parts",
stations,stonecutter_table,working,1,4,objects/{id}/animations (v3),P3,"working: smoke, fire, moving parts",
stations,candle_mold,working,1,4,objects/{id}/animations (v3),P3,"working: smoke, fire, moving parts",
stations,butter_churn,working,1,4,objects/{id}/animations (v3),P3,"working: smoke, fire, moving parts",
stations,cheese_press,working,1,4,objects/{id}/animations (v3),P3,"working: smoke, fire, moving parts",
stations,brewery,working,1,4,objects/{id}/animations (v3),P3,"working: smoke, fire, moving parts",
stations,wine_vat,working,1,4,objects/{id}/animations (v3),P3,"working: smoke, fire, moving parts",
stations,preserve_jars,working,1,4,objects/{id}/animations (v3),P3,"working: smoke, fire, moving parts",
stations,still,working,1,4,objects/{id}/animations (v3),P3,"working: smoke, fire, moving parts",
stations,seed_box,working,1,4,objects/{id}/animations (v3),P3,"working: smoke, fire, moving parts",
stations,herbal_table,working,1,4,objects/{id}/animations (v3),P3,"working: smoke, fire, moving parts",
stations,kitchen_stove,working,1,4,objects/{id}/animations (v3),P3,"working: smoke, fire, moving parts",
stations,mill,working,1,4,objects/{id}/animations (v3),P3,"working: smoke, fire, moving parts",
stations,beehive,working,1,4,objects/{id}/animations (v3),P3,"working: smoke, fire, moving parts",
stations,wind_pump,working,1,4,objects/{id}/animations (v3),P3,"working: smoke, fire, moving parts",
environment,lighthouse,lamp flame,1,6,animate-with-text-v3,P1,lamp flame,
environment,lighthouse,lens rotation,1,6,animate-with-text-v3,P3,lens rotation,
environment,lighthouse,beam glow,1,6,animate-with-text-v3,P3,beam glow,
environment,lighthouse,mechanism weights,1,6,animate-with-text-v3,P3,mechanism weights,
environment,tower_bell,bell swing,1,6,animate-with-text-v3,P3,bell swing,
environment,fog_horn,horn blast,1,6,animate-with-text-v3,P3,horn blast,
environment,water,deep water,1,4,animate-with-text-v3,P1,deep water,
environment,water,shallow water,1,4,animate-with-text-v3,P1,shallow water,
environment,water,shore foam,1,4,animate-with-text-v3,P1,shore foam,
environment,water,tide pool,1,4,animate-with-text-v3,P3,tide pool,
environment,water,lagoon,1,4,animate-with-text-v3,P3,lagoon,
environment,water,sea chart water,1,4,animate-with-text-v3,P3,sea chart water,
environment,water,stream,1,4,animate-with-text-v3,P3,stream,
environment,water,whirlpool,1,4,animate-with-text-v3,P3,whirlpool,
environment,fire,hearth,1,4,animate-with-text-v3,P3,hearth,
environment,fire,bonfire,1,4,animate-with-text-v3,P3,bonfire,
environment,fire,candle,1,4,animate-with-text-v3,P3,candle,
environment,fire,lantern,1,4,animate-with-text-v3,P3,lantern,
environment,fire,street lamp,1,4,animate-with-text-v3,P3,street lamp,
environment,fire,window glow,1,4,animate-with-text-v3,P3,window glow,
environment,fire,forge,1,4,animate-with-text-v3,P3,forge,
environment,nature,trees sway,1,6,animate-with-text-v3,P3,trees sway,
environment,nature,reeds sway,1,6,animate-with-text-v3,P3,reeds sway,
environment,nature,flag,1,6,animate-with-text-v3,P3,flag,
environment,nature,chimney smoke,1,6,animate-with-text-v3,P3,chimney smoke,
environment,nature,kelp sway,1,6,animate-with-text-v3,P3,kelp sway,
environment,nature,grotto drip,1,6,animate-with-text-v3,P3,grotto drip,
environment,sea,yalik oars,1,6,animate-with-text-v3,P3,yalik oars,
environment,sea,sloop sail flutter,1,6,animate-with-text-v3,P3,sloop sail flutter,
environment,sea,bot sail flutter,1,6,animate-with-text-v3,P3,bot sail flutter,
environment,sea,buoy bob,1,6,animate-with-text-v3,P3,buoy bob,
environment,sea,Eleonora ghost ship,1,6,animate-with-text-v3,P3,Eleonora ghost ship,
environment,sea,iceberg bob,1,6,animate-with-text-v3,P3,iceberg bob,
environment,sea,steamer smoke,1,6,animate-with-text-v3,P3,steamer smoke,
environment,sea,sea garden bob,1,6,animate-with-text-v3,P3,sea garden bob,
environment,story,Rann stone glow,1,6,animate-with-text-v3,P3,Rann stone glow,
environment,story,Nine Maidens glow,1,6,animate-with-text-v3,P3,Nine Maidens glow,
environment,story,raven circling,1,6,animate-with-text-v3,P3,raven circling,
environment,story,bell station bubbles,1,6,animate-with-text-v3,P3,bell station bubbles,
environment,story,chest open,1,6,animate-with-text-v3,P3,chest open,
effects,fx,water splash,1,6,animate-with-text-v3,P2,water splash,
effects,fx,dust puff,1,6,animate-with-text-v3,P2,dust puff,
effects,fx,stone sparks,1,6,animate-with-text-v3,P2,stone sparks,
effects,fx,wood chips,1,6,animate-with-text-v3,P2,wood chips,
effects,fx,ink cloud,1,6,animate-with-text-v3,P2,ink cloud,
effects,fx,bubbles,1,6,animate-with-text-v3,P2,bubbles,
effects,fx,fog wisps,1,6,animate-with-text-v3,P2,fog wisps,
effects,fx,lightning,1,6,animate-with-text-v3,P2,lightning,
effects,fx,hit flash,1,6,animate-with-text-v3,P2,hit flash,
effects,fx,heal sparkle,1,6,animate-with-text-v3,P2,heal sparkle,
effects,fx,level up,1,6,animate-with-text-v3,P2,level up,
effects,fx,fish bite !,1,6,animate-with-text-v3,P2,fish bite !,
effects,fx,pickup sparkle,1,6,animate-with-text-v3,P2,pickup sparkle,
effects,fx,snatch feathers,1,6,animate-with-text-v3,P2,snatch feathers,
effects,fx,soil clod,1,6,animate-with-text-v3,P2,soil clod,
